group_url;text;comments;likes;reposts
samsung.galaxy_a;"Обновление Samsung Galaxy A51 приносит One UI 2.5 и лучшую камеру

Сегодня Samsung выпустила обновление One UI 2.5 для Galaxy A51 в Нидерландах и Бельгии. Обновление также обещает улучшить качество камеры.

Обновление Galaxy A51: One UI 2.5

Когда Samsung официально анонсировала версию 2.5 своего интерфейса One UI , Galaxy A51 отсутствовал в списке устройств, которые он получает. Тем не менее, в прошлом месяце Galaxy A71 неожиданно получил именно это обновление. После этого вскоре стало очевидно, что следующим будет A51.

С сегодняшнего утра это действительно произошло. Сейчас для Galaxy A51 выпускается большое обновление размером 913 МБ. Версия прошивки A515FXXU4CTJ1 включает два, а может и три, в зависимости от того, как вы считаете, основных улучшений.

Galaxy A51 получит октябрьское исправление безопасности с сегодняшним обновлением , которое заменяет предыдущее исправление, выпущенное в сентябре . Однако для большинства более интересным является обновление до One UI 2.5. Это не так много, как на устройствах серий S и Note, но есть несколько полезных улучшений.

Функциональность Wi-Fi расширена, например, индикацией качества сети. Более того: если один из ваших контактов подключен к сети Wi-Fi, в которую вы пытаетесь войти, появится кнопка « Запросить пароль ». При этом вы просите своего контакта поделиться информацией для доступа.

Кроме того, Always On Display теперь может отображать так называемые стикеры bitmoji, а клавиатура получает отдельные функции поиска. Это, помимо прочего, позволяет вам искать прямо на YouTube, не заходя туда предварительно. Приложение « Сообщения» также будет расширено двумя новыми аварийными функциями.

Лучшая камера

Как и в случае с Galaxy A71, обновление One UI 2.5 явно улучшает качество камеры и в A51. Странно то, что никакие функции камеры не расширяются и не улучшаются.

наличие

Теперь вы можете установить обновление непосредственно OTA - Over The Air - на вашем голландском или бельгийца, клейма Galaxy A51. Более того, он также доступен на фирменных устройствах Vodafone.

Вы можете подождать, пока ваше устройство не сообщит, что вы можете загрузить обновление. Однако вы также можете проверить доступность напрямую, через Настройки -> Обновление ПО -> Скачать и установить .

Имейте в виду, что после такого серьезного обновления потребление энергии часто несколько выше. Позже, когда программное обеспечение снова оптимизируется, оно снова нормализуется. Но может случиться так, что батарея разряжается немного быстрее в течение нескольких часов или дней после обновления.";4;1;0
samsung.galaxy_a;"Доступный Samsung Galaxy A12 оснащён NFC

Это является несомненным плюсом для недорого смартфона

Южнокорейская компания Samsung в данный момент готовится к выпуску нового недорогого смартфона Galaxy A12 с модельным номером SM-A12F, который прошел сертификацию некоммерческой организации NFC Forum.

Факт сертификации, во-первых, указывает на скорый анонс устройства, а во-вторых, является доказательством того, что Samsung Galaxy A12 будет оснащён модулем NFC. Это является несомненным плюсом для недорого смартфона.

По предварительным данным, смартфон получит 64 ГБ энергонезависимой памяти, а также тройную основную камеру и сканер отпечатков пальцев на задней панели. Также в смартфоне будет установлен ЖК-экран разрешением HD+ и аккумулятор ёмкостью не менее 4000 мА•ч с поддержкой 15-ваттной зарядки.

По слухам, устройство будет доступно в чёрном, красном и белом цветах. Телефон станет преемником Galaxy A11, который является одним из самых доступных устройств в серии Galaxy A.

Samsung обогнала Xiaomi в Индии в третьем квартале 2020 года и стала лидером рынка смартфонов. Корейская фирма сделает все, чтобы сохранить лидерство в течение четвертого квартала 2020 года.";1;8;1
samsung.galaxy_a;"Как по другому удалить файлы с флэхи?
Вставить в ноутбук нет пока возможностей. 
На телефоне можно решить проблему,? 
Самсунг А51";11;0;0
samsung.galaxy_a;;0;5;0
samsung.galaxy_a;"Стала известна точная дата выхода Galaxy S21

Сообщается, что Samsung анонсирует линейку Galaxy S21 в середине января, а именно 14-го числа. Аналитик Джон Проссер правильно предсказал дебют линейки iPhone 12 и имеет неплохой послужной список в прошлом, так что мы охотно ему верим.

Источник утверждает, что в день анонса серию флагманов Galaxy S21 можно будет предзаказать, по крайней мере на некоторых рынках. Что еще интереснее, в продажу смартфоны поступят до конца января, а именно 29 -го числа. Это радует, ибо нам придется меньше ждать, чтобы можно было купить новенькие аппараты.

Согласно источнику, в линейку, как и в предыдущей серии, войдет три модели – Galaxy S21, Galaxy S21 Plus и S21 Ultra. Будет шесть доступных цветов, которые разделят между собой все новинки.

Ожидается, что Samsung Galaxy S21 выйдет в сером, розовом, фиолетовом и белом цветах, а Galaxy S21+ будет доступен в черном или серебристом цветах. Версия Ultra представят в черном, серебристом и фиолетовом вариантах.";0;2;0
samsung.galaxy_a;;0;3;0
samsung.galaxy_a;У кого на А01 есть внутренняя запись экрана?;2;0;0
samsung.galaxy_a;Можно ли поставить гугл камеру на j8?;6;0;0
samsung.galaxy_a;"Инсайдер раскрыл технические характеристики Snapdragon 875

Сегодня авторитетный китайский инсайдер [id848751|@Digital] Chat Station раскрыл характеристики будущего флагманского чипсета Qualcomm. Мы давно о нем слышали, но только сейчас узнали его характеристики.

По словам инсайдера, новый Snapdragon 875 представляет собой восьмиядерный чипсет с одним ядром с тактовой частотой 2,84 ГГц (возможно, Cortex-X1), тремя производительными ядрами Cortex-A78 с тактовой частотой 2,42 ГГц и четырьмя ядрами Cortex-A55, работающие на частоте 1,8 ГГц.

Чипсет основан на 5-нм техпроцессе и оснащен графическим процессором Adreno 660. Также наблюдается улучшение кеш-памяти и пропускной способности Snapdragon 875 по сравнению с предшественником Snapdragon 865.

Согласно слухам и утечкам, основным ядром, похоже, окажется ​​Cortex-X1, а его пиковая производительность на 23% выше, чем у ядра Cortex-A78. Чипсет также получит модем Snapdragon X60 5G, который будет поддерживать диапазоны как mmWave. Тот же модем 5G был использован в последней серии iPhone 12 от Apple.

Этот процессор от Qualcomm будет конкурировать с Exynos 2100 и Huawei Kirin 9000. Оба решения также производятся по 5-нм техпроцессу.

Дебют новинки состоится 1 декабря, компания Qualcomm проведет в этот день технологический саммит. Там будут раскрыты все детали касательно Snapdragon 875.";0;2;0
samsung.galaxy_a;Пришло обновление а51 в Казахстан;0;0;0
samsung.galaxy_a;"Samsung представил новый сенсор Vizion 33D для отслеживания объектов при 120 кадрах в секунду

Новый сенсор ISOCELL Vizion 33D от Samsung - это времяпролетный 3D-датчик (ToF), который может предоставлять точные данные о расстоянии и отслеживать быстро движущиеся объекты для более быстрой автофокусировки и видеобоке.

Датчик создает карты глубины с разрешением 640 x 480 пикселей. Он может измерять расстояния от 0,2 м до 5 м с разрешением 10 или 12 бит. Он может достигать частоты 120 кадров в секунду для отслеживания с малой задержкой.

При использовании в качестве вспомогательного средства автофокусировки требуется мощность 200 мВт (как для датчика, так и для ИК-подсветки). Для непрерывного отслеживания, необходимого, например, для игр с дополненной реальностью и рендеринга видео с эффектом боке, потребляемая мощность достигает 400 мВт, но это не должно слишком быстро разряжать аккумулятор телефона.

Технология Deep Trench Isolation, входящая в состав ISOCELL, уменьшает перекрестные помехи между пикселями, что помогает сенсору четко отделить объект от фона.

Датчик Vizion 33D также можно использовать для идентификации лица, для защиты приложений мобильных платежей и разблокировки телефона, поэтому есть вероятность того, что этот датчик окажется рядом с селфи-камерой, а не только сзади.

Samsung уже использовал времяпролетный датчик на Galaxy S20 Ultra, и ожидается, что он будет продвигать свой новый датчик, добавляя его в будущие смартфоны, а также другие устройства. В настоящее время Sony является лидером на рынке производства таких сенсоров с долей 50% (в iPad и iPhone используются датчики Sony).";0;1;0
samsung.galaxy_a;Здравствуйте. Где можно скачать гугл камеру? А71;3;0;0
samsung.galaxy_a;При загрузке фото в ВК, изображение сильно урезается и пикселезируется... Лесенки появляются. Кто-нибудь знает, как решить проблему?;1;0;0
samsung.galaxy_a;Доброе утро. Есть такие, которые реально улучшили отпечаток на А 71? Работает через раз. В ютубе ролики смотрел, особо не помогает.;5;0;0
samsung.galaxy_a;;0;1;0
samsung.galaxy_a;"Здравствуйте, недавно купил а71, шнур зарядный с двух сторон тайпси.
У меня вопрос, а как быть? Есть переходник на usb? Как его к пк подключать? 
Спасибо";2;0;0
samsung.galaxy_a;;3;0;0
samsung.galaxy_a;Подскажите пожалуйста, как отключить гугл помощник? Конкретно через настройки самсунга, а не гугл;10;0;0
samsung.galaxy_a;;0;0;0
samsung.galaxy_a;"Как вам панелька ? Самсунг А50.

Открывается свайпом в лево 😊

Пришлось покупать про версию за 100 рублей, чтоб не 2 колонки были, а можно было добавить до 4-х колонок.";18;0;0
samsung.galaxy_a;"На 4PDA эту программу не нашёл, она так же работает с обычными жестамы( Стандартными ) которые на A50.

Ссылка на приложение с плей маркета https://play.google.com/store/apps/details?id=com.fossor.panels .

Пишу для самых умных —> это не реклама( не YouTube канала и не самой программы ).

Мне эта программа очень понравилась и я себе её поставил, выше мой пост со скрином.";1;2;0
samsung.galaxy_a;https://www.dns-shop.ru/product/b8400a359bb73330/64-smartfon-samsung-galaxy-note-9-512-gb-koricnevyj/   стоит брать или нет? что скажите;12;0;0
samsung.galaxy_a;Помогите найти эту картинку как на раб столе;3;0;0
samsung.galaxy_a;"Всем привет
Подскажите пожалуйста 🙏
Абсолютно  новый телефон из коробки а71. Пытаюсь поставить отпечаток, он просит ввести ""ТЕКУЩИЙ ПОРОЛЬ"" Но какой он?? Стандартные от самсунг не подходят, ранее никаких паролей не было установлено!!!";3;0;0
samsung.galaxy_a;У кого на каком стоит? И на какой лучше ставить;13;0;0
samsung.galaxy_a;"Народ, всем привет.
Телефон а71, совершеннл новый, куплен 1.5 месяца назад.
(Вроде) После обновлений, в приложениях фронтальная камера не очень четко работает. При движении остаются следы контуров.
Вы у себя такое замечали?
Что делать с этим?
В телеграме, инста, фейсбук, мессенджер, ватсапп и т.д.
А так, камера работает прекрасно.";4;0;0
samsung.galaxy_a;Отличается ли время работы аккумулятора телефона, если заряжать его от розетки или от компьютера?;3;0;0
samsung.galaxy_a;Ребят какой аппарат лучше по камере а51 или а91 ?;8;0;0
samsung.galaxy_a;"Здравствуйте, у кого появилась проблема на телефон Samsung galaxy A01

После обновление ПО, во всяких звонках, вацап,вк при переходе на вывод звук динамик, плохо слышно собеседника и вас тоже плохо слышно";4;0;0
samsung.galaxy_a;Люди подскажите пожалуйста у кого был или есть Samsung galaxy M51, батарея не взрывалась не у кого? Просто хочу взять себе, но меня продавец напугал сказал, что они часто взрываются;12;1;0
samsung.galaxy_a;Доброго времени.Кто какими программами отключает ненужный хлам на телефоне?;10;0;0
samsung.galaxy_a;у кого Samsung A11 ?;7;0;0
samsung.galaxy_a;"Почему уже 2ой день немогу обновить гугл?
Нажимаю обновить и реакции ни какой";21;0;0
samsung.galaxy_a;;0;5;1
samsung.galaxy_a;"Ребят, сегодня после обновления изчез просмотр в режиме ""без полей"" на ютубе, девайс a70 2019. Сами надписи при уменьшения и увеличения полей остались, но ничего не происходит, экран с полями так и остается.
Кто знает, как это вылечить?";6;0;0
samsung.galaxy_a;Продам Samsung A71. Телефон в идеале, со дня покупки со стеклом и чехлом. Покупал в конце сентября. 6гб, 128 встроенной. Сам пользуюсь мне норм, жене большой, не удобный. Отдаю за 20к. Подробности и фото  в лс. МОСКВА и МО;0;0;0
samsung.galaxy_a;Отключал значит с помощью Package disable game booster или как его там после удаления Package disable и включения game  booster игры начали лагать;25;0;0
samsung.galaxy_a;Добрый вечер! Поделитесь пожалуйста, настройками эквалайзера для динамика на Samsung Galaxy A51😉;4;0;0
samsung.galaxy_a;"Snapdragon 875 набирает сокрушительные 847 868 баллов в AnTuTu

Следующий флагманский чипсет Qualcomm, Snapdragon 875, скорее всего, будет представлен 1 декабря. Инсайдеру Абхишеку Ядаву, по-видимому, удалось получить оценки процессора в AnTuTu, которые по-настоящему удивляют.

Чип, по-видимому, имеет кодовое название Lahaina, и, по словам источника, он набрал 847 868 баллов в бенчмарке AnTuTu. Это делает его примерно на 25 процентов быстрее, чем Vivo iQOO 5 Pro, который работает на Snapdragon 865 и на данный момент является лучшим по мощности мобильным чипсетом.

Сообщается, что Snapdragon 875 будет производиться по 5-нм техпроцессу, что даст ему огромное преимущество в производительности и энергоэффективности по сравнению с нынешним чипом премиум-класса, который основан на 7-нм технологии.

Предполагаемые оценки также оставляют первый 5-нм чип Samsung Exynos 1080 далеко позади, но на самом деле это не удивительно, поскольку это чип среднего уровня.

Результат также предполагает, что телефоны на базе Snapdragon 875 будут иметь огромное преимущество над телефонами Huawei, работающими на собственном Kirin 9000, такими как Mate 40 Pro. Это снова неудивительно, поскольку, хотя Kirin 9000 также является 5-нм, он имеет более старые ядра ARM.

С другой стороны, Snapdragon 875, скорее всего, будет иметь новые ядра Cortex-X1 и Cortex-A78. Ожидается, что будущий флагманский чип Samsung, Exynos 2100, также будет использовать их, и просочившиеся результаты тестов означают, что они будут очень похожи по производительности.

Ожидается, что оба чипа будут иметь одно ядро ​​Cortex-X1, три ядра Cortex-A78 и четыре ядра Cortex-A55.";1;8;0
samsung.galaxy_a;Всех приветствую. Ребят, подскажите где в Тольятти или в Самаре можно заменить экран на А51а;2;0;0
samsung.galaxy_a;Samsung Galaxy A31 получит One UI 2.5й или нет?;1;2;0
samsung.galaxy_a;Доброй ночи.Как на А 71 в гуглкамере правильно применять конфиги,в какую папку их закидывать?;2;0;0
samsung.galaxy_a;"Здравствуйте. Пару дней назад приобрёл a71.
Последний самсунг был 531h. После него был хонор и в них этого не было.
Что такое one ui?
Вышел пост про 3 версию ui. Будет ли он на а71?
Спасибо";7;0;0
samsung.galaxy_a;Здравствуйте,  недавно купила Samsung a71 но honor 20 тоже понравился, может надо было honor 20 лучше?😔;31;0;0
samsung.galaxy_a;Неожиданный вопрос: какие андроид-приложения у вас самые часто используемые? Спасибо.;10;0;0
samsung.galaxy_a;;0;4;0
samsung.galaxy_a;Помогите пожалуйста найти такие обои;9;0;0
samsung.galaxy_a;;21;0;0
samsung.galaxy_a;"А 11 или м11? 
Чисто для звонков,инета и самых простых игр";1;0;0
samsung.galaxy_a;Всем привет, купил новый телефон POCO X3, проблема в том, что мои Galaxy Buds перестали работать. Они подключаются, но музыку не слышно. Но к примеру звуковой фон работает. В чем может быть проблема?;13;0;0
samsung.galaxy_a;здравствуйте, можно где-то включить скорость интернета на панели уведомлений? a71;6;0;0
samsung.galaxy_a;Всем привет! Кто нибудь сравнивал звук громкости на А10 и А21s? Какой из них по громче!;0;0;0
samsung.galaxy_a;Samsung Galaxy A51, ребят у кого тоже в bluetooth наушниках пропадает звук? Как исправить?;14;0;0
samsung.galaxy_a;;0;2;0
samsung.galaxy_a;Стоит обратится в сервис на замену аккумулятора или это норм , А51;9;0;0
samsung.galaxy_a;"10 программ для Android, которых вы должны избегать любой ценой

Не устанавливайте их никогда. А если они у вас есть, удалите.

1. Flashlight и другие программы-фонарики

В Google Play есть сотни однотипных приложений-фонариков. И это просто фантастические по своей бесполезности программы: сейчас кнопка для включения вспышки имеется в шторке любой прошивки Android.

В лучшем случае программы типа Flashlight бессмысленны. В худшем — они могут шпионить за вами и сливать ваши персональные данные, так как такие утилиты в своё время пачками штамповалиThe Hidden Privacy Threat of … Flashlight Apps? хакеры.

Альтернатива. Проведите пальцем по экрану сверху вниз, найдите в открывшейся шторке кнопку «Фонарик» и нажмите её.

2. CamScanner и прочие программы-сканеры

Это приложение используется для создания снимков документов и конвертации их в PDF. К сожалению, доверия оно не заслуживает: его создателей ловили на внедрении в код программы трояна-дроппера, который мог заполнять смартфон рекламой и даже оформлять платные подписки без ведома пользователей.

Альтернатива. Забудьте про CamScanner и его многочисленные клоны от малоизвестных разработчиков. Пользуйтесь Adobe Scan и Microsoft Office Lens. Шансы, что продукты от Microsoft и Adobe будут взломаны, во много раз меньше.

3. Phone Booster и аналогичные очистители памяти

Программы, работающие в фоновом режиме, занимают оперативную память, заставляя смартфон тормозить, и заметно расходуют заряд батареи. Приложения вроде RAM Booster призваны исправить это, систематически закрывая фоновые процессы.

В теории звучит здорово, правда? Возможно, так оно и было на Android 2.3 Gingerbread, но с тех пор много воды утекло.

На современных смартфонах Android умеет самостоятельно управляться с оперативной памятью и лучше знает, когда программу лучше держать в RAM, а когда — выгрузить.

Так что все эти RAM Booster, Battery Saver DU и Task Killer бесполезныWhy RAM Boosters and Task Killers Are Bad for Android, Why You Shouldn’t Use a Task Killer On Android и даже вредны. Они закрывают какой-то процесс, система не находит его в оперативке, и в итоге ей приходится загружать его заново. Это только увеличивает нагрузку на процессор, память и аккумулятор смартфона — эффект прямо противоположный ожидаемому.

Альтернатива. Позвольте системе самой решать, какие процессы ей нужны, а какие нет. Если Android тормозит, удалите с него несколько программ, которыми не пользуетесь, а не скачивайте новые.

4. «Музыкальный плеер» и другие безымянные приложения

Вам кажется, что встроенный проигрыватель вашего смартфона не очень-то хорош, и вы запускаете в Google Play поиск по ключевым словам «музыкальный плеер» или «music player». И перед вами появляется куча программ с одинаковыми иконками под названием «Музыкальный плеер».

Мало того что некоторые разработчики называют свою программу Music Player, — они ещё и подписываются так же. Причина одна: так больше шансов, что при поиске вам выпадет именно это приложение.

Вот только есть закономерность: если у приложения нет собственного имени, велика вероятность, что оно ничем не отличается от десятков клонов и сделано из рук вон плохо. И это касается вообще всех программ, а не только музыкальных плееров.

Альтернатива. Удобнее всего слушать музыку через многочисленные стриминговые сервисы. Но если вы предпочитаете по старинке хранить её в памяти смартфона, обратите внимание на платный PlayerPro или бесплатный AIMP. Они лучше сделаны и имеют хорошую репутацию, а их названия у всех на слуху.

5. Easy Uninstaller и прочие деинсталляторы

По запросу «uninstaller» в Google Play можно найти десятки программ-деинсталляторов. Они якобы способны удалять любые ненужные программы так, чтобы после них не оставалось мусора. Некоторые также гарантируют, что смогут стереть неиспользуемые приложения от производителя смартфона, которые только занимают память.

Всё бы хорошо, только есть пара неудобных моментов. Во-первых, Android в состоянии сам удалять пользовательские программы. А во-вторых, предустановленные программы без root-прав никакой деинсталлятор не удалит.

Альтернатива. Если вам надо удалить пользовательскую программу, зайдите в настройки смартфона и отыщите там пункт «Приложения». Выберите нужное и нажмите «Удалить». Если же хотите избавиться от встроенных программ без root-прав, воспользуйтесь нашей инструкцией.

6. UC Browser и другие сомнительные браузеры

UC Browser — это самый популярный веб-браузер для Android в Китае и Индии. К сожалению, как и многие китайские приложения, он следит за вами, сливая ваши персональные данные в компанию Alibaba. Среде них номер IMSI, IMEI, Android ID и MAC-адрес Wi-Fi, а также данные о геолокации пользователей — долгота, широта и название улицы.

Ещё один браузер, Dolphin, некогда пользовавшийся заслуженной популярностью, утратил кредит доверия, когда его поймали на сливеDon’t use Dolphin browser in incognito mode истории посещений пользователя даже в режиме инкогнито.

Вообще по запросу «browser» Google Play выдаёт просто тонны одинаково корявых веб-обозревателей, на фоне которых UC Browser и Dolphin выглядят вполне прилично. Но не стоит обманываться: это переполненное рекламой бесполезное нечто.

Альтернатива. Chrome и Firefox — два лучших браузера для Android, которые намного лучше любых китайских поделок. А если для вас важна конфиденциальность, выберите DuckDuckGo Privacy Browser.

7. ES File Explorer и его многочисленные клоны

Некогда ES File Explorer был самым популярным приложением для работы с файлами. И он действительно был хорош — лет пять назад. Но нынешняя версия ES File Explorer настолько забита мусорным ПО и рекламой, что пользоваться ею нет никакого желания.

Кроме того, создателей программы уличили в том, что они распространяли через ES File Explorer вредоносный код, нажимавший на рекламные ссылки без ведома владельца смартфона. Программа даже удалена из Google Play, хотя продолжает обновляться и её до сих пор можно найти на сайте разработчиков.

После удаления ES File Explorer в Google Play появилась уйма её клонов, имитирующих и интерфейс, и название, и значок. Естественно, это тоже крайне сомнительные программы.

Альтернатива. Если хотите простоты и минимализма, обратите внимание на Google Files. А любителям продвинутых функций можно порекомендовать Total Commander, X-plore File Manager и MiXplorer.

8. QuickPic и его копии

Та же история, что и с ES File Explorer. Раньше QuickPic была удобной и простой фотогалереей, но потом была куплена печально известной китайской фирмой Cheetah Mobile. Приложение обросло рекламой и начало сливать данные пользователей, в результате чего было удалено из Google Play.

Сейчас в магазине можно найти десятки клонов QuickPic, имитирующие оригинал до мелочей. Естественно, что такое на свой смартфон лучше не устанавливать.

Альтернатива. Если вас не устраивает стандартная «Галерея» Android, установите Simple Gallery. В ней есть редактор фотографий, файловый менеджер, темы оформления и множество способов фильтрации, группировки и сортировки фото.

9. GetContact и прочие «определители номера»

Программы вроде Getcontact и Truecaller позволяют узнавать, как подписаны незнакомые вам номера в адресных книгах других пользователей. В теории это должно защитить вас от спамеров и телефонных хулиганов.

На практике же такие приложения — это огромная дыра для персональных данных. Вам предлагается добровольно дать доступ к своей конфиденциальной информации, с которой разработчики будут поступать по своему разумению. Например, они могут продать номера из вашей адресной книги рекламным агентствам.

Альтернатива. Любое приложение, которое делится вашей адресной книгой с третьей стороной, потенциально опасно. А значит, забудьте о подобных «определителях».

10. Антивирусы

Антивирусов на Android пруд пруди. Но, согласно исследованиюAndroid Test 2019 – 250 Apps AV-Comparatives, лишь немногие из них делают что-то полезное. Большинство антивирусов из Google Play в экспериментах AV-Comparatives обнаружили меньше 30% из всех установленных на тестовые смартфоны вредоносных программ.

Примерно 138 антивирусов из 250 протестированных, по данным AV-Comparatives, были нацелены не на защиту смартфонов, а на показ рекламы и набор пользовательской базы. Хорошо себя показали только самые известные продукты вроде AVG, ESET, Kaspersky, McAfee и Sophos.

Но даже они по большей части избыточны. Если вы не устанавливаете программы из сторонних источников и не открываете ссылки на сомнительных сайтах с сообщениями в духе «Ваш Android устарел! Нажмите, чтобы обновить», без антивируса вполне можно обойтись, ведь он только отнимает системные ресурсы.

Альтернатива. Не трогайте галочку «Разрешить установку приложений из неизвестных источников», и всё будет в порядке. Со всем остальным справится и встроенная «Google Play Защита».";9;12;1
