group_url,from_id,owner_id,text,label
samsung.galaxy_a,94238985,-24240100,"Народ, всем привет.
Телефон а71, совершеннл новый, куплен 1.5 месяца назад.
(Вроде) После обновлений, в приложениях фронтальная камера не очень четко работает. При движении остаются следы контуров.
Вы у себя такое замечали?
Что делать с этим?
В телеграме, инста, фейсбук, мессенджер, ватсапп и т.д.
А так, камера работает прекрасно.",0
samsung.galaxy_a,355355218,-24240100,Ребят какой аппарат лучше по камере а51 или а91 ?,0
samsung.galaxy_a,37550860,-24240100,Доброго времени.Кто какими программами отключает ненужный хлам на телефоне?,0
samsung.galaxy_a,151036073,-24240100,у кого Samsung A11 ?,0
samsung.galaxy_a,590158962,-24240100,"Продам Samsung A71. Телефон в идеале, со дня покупки со стеклом и чехлом. Покупал в конце сентября. 6гб, 128 встроенной. Сам пользуюсь мне норм, жене большой, не удобный. Отдаю за 20к. Подробности и фото  в лс. МОСКВА и МО",0
samsung.galaxy_a,550311994,-24240100,"Добрый вечер! Поделитесь пожалуйста, настройками эквалайзера для динамика на Samsung Galaxy A51😉",0
samsung.galaxy_a,-24240100,-24240100,"Snapdragon 875 набирает сокрушительные 847 868 баллов в AnTuTu

Следующий флагманский чипсет Qualcomm, Snapdragon 875, скорее всего, будет представлен 1 декабря. Инсайдеру Абхишеку Ядаву, по-видимому, удалось получить оценки процессора в AnTuTu, которые по-настоящему удивляют.

Чип, по-видимому, имеет кодовое название Lahaina, и, по словам источника, он набрал 847 868 баллов в бенчмарке AnTuTu. Это делает его примерно на 25 процентов быстрее, чем Vivo iQOO 5 Pro, который работает на Snapdragon 865 и на данный момент является лучшим по мощности мобильным чипсетом.

Сообщается, что Snapdragon 875 будет производиться по 5-нм техпроцессу, что даст ему огромное преимущество в производительности и энергоэффективности по сравнению с нынешним чипом премиум-класса, который основан на 7-нм технологии.

Предполагаемые оценки также оставляют первый 5-нм чип Samsung Exynos 1080 далеко позади, но на самом деле это не удивительно, поскольку это чип среднего уровня.

Результат также предполагает, что телефоны на базе Snapdragon 875 будут иметь огромное преимущество над телефонами Huawei, работающими на собственном Kirin 9000, такими как Mate 40 Pro. Это снова неудивительно, поскольку, хотя Kirin 9000 также является 5-нм, он имеет более старые ядра ARM.

С другой стороны, Snapdragon 875, скорее всего, будет иметь новые ядра Cortex-X1 и Cortex-A78. Ожидается, что будущий флагманский чип Samsung, Exynos 2100, также будет использовать их, и просочившиеся результаты тестов означают, что они будут очень похожи по производительности.

Ожидается, что оба чипа будут иметь одно ядро ​​Cortex-X1, три ядра Cortex-A78 и четыре ядра Cortex-A55.",0
samsung.galaxy_a,509985252,-24240100,"Всех приветствую. Ребят, подскажите где в Тольятти или в Самаре можно заменить экран на А51а",0
samsung.galaxy_a,558389970,-24240100,Samsung Galaxy A31 получит One UI 2.5й или нет?,0
samsung.galaxy_a,154169206,-24240100,"Доброй ночи.Как на А 71 в гуглкамере правильно применять конфиги,в какую папку их закидывать?",0
samsung.galaxy_a,40969143,-24240100,"Здравствуйте. Пару дней назад приобрёл a71.
Последний самсунг был 531h. После него был хонор и в них этого не было.
Что такое one ui?
Вышел пост про 3 версию ui. Будет ли он на а71?
Спасибо",0
samsung.galaxy_a,183540145,-24240100,"Здравствуйте,  недавно купила Samsung a71 но honor 20 тоже понравился, может надо было honor 20 лучше?😔",0
samsung.galaxy_a,3999940,-24240100,Неожиданный вопрос: какие андроид-приложения у вас самые часто используемые? Спасибо.,0
samsung.galaxy_a,539262609,-24240100,"А 11 или м11? 
Чисто для звонков,инета и самых простых игр",0
samsung.galaxy_a,59793170,-24240100,Всем привет! Кто нибудь сравнивал звук громкости на А10 и А21s? Какой из них по громче!,0
samsung.galaxy_a,200218332,-24240100,"Стоит обратится в сервис на замену аккумулятора или это норм , А51",0
samsung.galaxy_a,-24240100,-24240100,"10 программ для Android, которых вы должны избегать любой ценой

Не устанавливайте их никогда. А если они у вас есть, удалите.

1. Flashlight и другие программы-фонарики

В Google Play есть сотни однотипных приложений-фонариков. И это просто фантастические по своей бесполезности программы: сейчас кнопка для включения вспышки имеется в шторке любой прошивки Android.

В лучшем случае программы типа Flashlight бессмысленны. В худшем — они могут шпионить за вами и сливать ваши персональные данные, так как такие утилиты в своё время пачками штамповалиThe Hidden Privacy Threat of … Flashlight Apps? хакеры.

Альтернатива. Проведите пальцем по экрану сверху вниз, найдите в открывшейся шторке кнопку «Фонарик» и нажмите её.

2. CamScanner и прочие программы-сканеры

Это приложение используется для создания снимков документов и конвертации их в PDF. К сожалению, доверия оно не заслуживает: его создателей ловили на внедрении в код программы трояна-дроппера, который мог заполнять смартфон рекламой и даже оформлять платные подписки без ведома пользователей.

Альтернатива. Забудьте про CamScanner и его многочисленные клоны от малоизвестных разработчиков. Пользуйтесь Adobe Scan и Microsoft Office Lens. Шансы, что продукты от Microsoft и Adobe будут взломаны, во много раз меньше.

3. Phone Booster и аналогичные очистители памяти

Программы, работающие в фоновом режиме, занимают оперативную память, заставляя смартфон тормозить, и заметно расходуют заряд батареи. Приложения вроде RAM Booster призваны исправить это, систематически закрывая фоновые процессы.

В теории звучит здорово, правда? Возможно, так оно и было на Android 2.3 Gingerbread, но с тех пор много воды утекло.

На современных смартфонах Android умеет самостоятельно управляться с оперативной памятью и лучше знает, когда программу лучше держать в RAM, а когда — выгрузить.

Так что все эти RAM Booster, Battery Saver DU и Task Killer бесполезныWhy RAM Boosters and Task Killers Are Bad for Android, Why You Shouldn’t Use a Task Killer On Android и даже вредны. Они закрывают какой-то процесс, система не находит его в оперативке, и в итоге ей приходится загружать его заново. Это только увеличивает нагрузку на процессор, память и аккумулятор смартфона — эффект прямо противоположный ожидаемому.

Альтернатива. Позвольте системе самой решать, какие процессы ей нужны, а какие нет. Если Android тормозит, удалите с него несколько программ, которыми не пользуетесь, а не скачивайте новые.

4. «Музыкальный плеер» и другие безымянные приложения

Вам кажется, что встроенный проигрыватель вашего смартфона не очень-то хорош, и вы запускаете в Google Play поиск по ключевым словам «музыкальный плеер» или «music player». И перед вами появляется куча программ с одинаковыми иконками под названием «Музыкальный плеер».

Мало того что некоторые разработчики называют свою программу Music Player, — они ещё и подписываются так же. Причина одна: так больше шансов, что при поиске вам выпадет именно это приложение.

Вот только есть закономерность: если у приложения нет собственного имени, велика вероятность, что оно ничем не отличается от десятков клонов и сделано из рук вон плохо. И это касается вообще всех программ, а не только музыкальных плееров.

Альтернатива. Удобнее всего слушать музыку через многочисленные стриминговые сервисы. Но если вы предпочитаете по старинке хранить её в памяти смартфона, обратите внимание на платный PlayerPro или бесплатный AIMP. Они лучше сделаны и имеют хорошую репутацию, а их названия у всех на слуху.

5. Easy Uninstaller и прочие деинсталляторы

По запросу «uninstaller» в Google Play можно найти десятки программ-деинсталляторов. Они якобы способны удалять любые ненужные программы так, чтобы после них не оставалось мусора. Некоторые также гарантируют, что смогут стереть неиспользуемые приложения от производителя смартфона, которые только занимают память.

Всё бы хорошо, только есть пара неудобных моментов. Во-первых, Android в состоянии сам удалять пользовательские программы. А во-вторых, предустановленные программы без root-прав никакой деинсталлятор не удалит.

Альтернатива. Если вам надо удалить пользовательскую программу, зайдите в настройки смартфона и отыщите там пункт «Приложения». Выберите нужное и нажмите «Удалить». Если же хотите избавиться от встроенных программ без root-прав, воспользуйтесь нашей инструкцией.

6. UC Browser и другие сомнительные браузеры

UC Browser — это самый популярный веб-браузер для Android в Китае и Индии. К сожалению, как и многие китайские приложения, он следит за вами, сливая ваши персональные данные в компанию Alibaba. Среде них номер IMSI, IMEI, Android ID и MAC-адрес Wi-Fi, а также данные о геолокации пользователей — долгота, широта и название улицы.

Ещё один браузер, Dolphin, некогда пользовавшийся заслуженной популярностью, утратил кредит доверия, когда его поймали на сливеDon’t use Dolphin browser in incognito mode истории посещений пользователя даже в режиме инкогнито.

Вообще по запросу «browser» Google Play выдаёт просто тонны одинаково корявых веб-обозревателей, на фоне которых UC Browser и Dolphin выглядят вполне прилично. Но не стоит обманываться: это переполненное рекламой бесполезное нечто.

Альтернатива. Chrome и Firefox — два лучших браузера для Android, которые намного лучше любых китайских поделок. А если для вас важна конфиденциальность, выберите DuckDuckGo Privacy Browser.

7. ES File Explorer и его многочисленные клоны

Некогда ES File Explorer был самым популярным приложением для работы с файлами. И он действительно был хорош — лет пять назад. Но нынешняя версия ES File Explorer настолько забита мусорным ПО и рекламой, что пользоваться ею нет никакого желания.

Кроме того, создателей программы уличили в том, что они распространяли через ES File Explorer вредоносный код, нажимавший на рекламные ссылки без ведома владельца смартфона. Программа даже удалена из Google Play, хотя продолжает обновляться и её до сих пор можно найти на сайте разработчиков.

После удаления ES File Explorer в Google Play появилась уйма её клонов, имитирующих и интерфейс, и название, и значок. Естественно, это тоже крайне сомнительные программы.

Альтернатива. Если хотите простоты и минимализма, обратите внимание на Google Files. А любителям продвинутых функций можно порекомендовать Total Commander, X-plore File Manager и MiXplorer.

8. QuickPic и его копии

Та же история, что и с ES File Explorer. Раньше QuickPic была удобной и простой фотогалереей, но потом была куплена печально известной китайской фирмой Cheetah Mobile. Приложение обросло рекламой и начало сливать данные пользователей, в результате чего было удалено из Google Play.

Сейчас в магазине можно найти десятки клонов QuickPic, имитирующие оригинал до мелочей. Естественно, что такое на свой смартфон лучше не устанавливать.

Альтернатива. Если вас не устраивает стандартная «Галерея» Android, установите Simple Gallery. В ней есть редактор фотографий, файловый менеджер, темы оформления и множество способов фильтрации, группировки и сортировки фото.

9. GetContact и прочие «определители номера»

Программы вроде Getcontact и Truecaller позволяют узнавать, как подписаны незнакомые вам номера в адресных книгах других пользователей. В теории это должно защитить вас от спамеров и телефонных хулиганов.

На практике же такие приложения — это огромная дыра для персональных данных. Вам предлагается добровольно дать доступ к своей конфиденциальной информации, с которой разработчики будут поступать по своему разумению. Например, они могут продать номера из вашей адресной книги рекламным агентствам.

Альтернатива. Любое приложение, которое делится вашей адресной книгой с третьей стороной, потенциально опасно. А значит, забудьте о подобных «определителях».

10. Антивирусы

Антивирусов на Android пруд пруди. Но, согласно исследованиюAndroid Test 2019 – 250 Apps AV-Comparatives, лишь немногие из них делают что-то полезное. Большинство антивирусов из Google Play в экспериментах AV-Comparatives обнаружили меньше 30% из всех установленных на тестовые смартфоны вредоносных программ.

Примерно 138 антивирусов из 250 протестированных, по данным AV-Comparatives, были нацелены не на защиту смартфонов, а на показ рекламы и набор пользовательской базы. Хорошо себя показали только самые известные продукты вроде AVG, ESET, Kaspersky, McAfee и Sophos.

Но даже они по большей части избыточны. Если вы не устанавливаете программы из сторонних источников и не открываете ссылки на сомнительных сайтах с сообщениями в духе «Ваш Android устарел! Нажмите, чтобы обновить», без антивируса вполне можно обойтись, ведь он только отнимает системные ресурсы.

Альтернатива. Не трогайте галочку «Разрешить установку приложений из неизвестных источников», и всё будет в порядке. Со всем остальным справится и встроенная «Google Play Защита».",0
samsung.galaxy_a,-24240100,-24240100,"Нужно больше платформ Exynos. Samsung готовит к выпуску SoC Exynos 981 среднего уровня

Поддержка Bluetooth 5.2 подтверждена

Мы уже писали о том, что Samsung работает сразу над несколькими новыми однокристальными платформами — Exynos 1080 и Exynos 2100. Но то модели топового уровня, а Exynos 981, засветившаяся в базе данных Bluetooth SIG, окажется новинкой среднего уровня.

Никаких технических подробностей об этой платформе, за исключением разве что поддержки Bluetooth 5.2, нет. Но судя по обозначению, она является лишь версией Exynos 980. Логично думать, что новая модель окажется чуть мощнее предшественницы.  

Exynos 980 используется в Samsung Galaxy A51 5G и Galaxy A71 5G. Очевидно, Exynos 981 будет применяться в других моделях среднего уровня линейки Galaxy A.",0
samsung.galaxy_a,154169206,-24240100,Поделитесь пожалуйста своими настройками гуглкамеры.Самсунг А 71,0
samsung.galaxy_a,192803781,-24240100,Можно ли сделать длинный скриншот на Самсунг а01?,0
samsung.galaxy_a,367048406,-24240100,"Всем доброй ночи, подскажите пожалуйста сайт для телефонов, где можно установить Pro версии программ, apk.

Только проверенные сайты пожалуйста.",0
samsung.galaxy_a,172473217,-24240100,"здравствуйте, посоветуйте облачное хранилище, которым пользуетесь
в google photo и в one drive закончилось место",0
samsung.galaxy_a,526723190,-24240100,Купил а71. Наушники в комплекте не о чем. За колько их можно на авито впарить?,0
samsung.galaxy_a,618416980,-24240100,"Привет.
Почему не работает
Подскажите как включить
Samsung galaxy a01 core.
Спасибо",0
samsung.galaxy_a,78654661,-24240100,Самсунг гелакси а11 не поддерживает самсунг пей)? Самсунг не поддерживает самсунг,0
samsung.galaxy_a,360318726,-24240100,"Привет!
Нужна помощь с одним вопросом. 
Это нормально, что при небольшой тряске телефона слышит небольшой хруст в районе камеры? Еще камера щелкает при съёмке. 
Телефону 3 дня. Может попросить поменять? 🤔 Телефон а31",0
samsung.galaxy_a,564634501,-24240100,Добрый. Обновление сегодня 27 ноября     Samsung Galaxy a50,0
samsung.galaxy_a,21527716,-24240100,Здравствуйте Самсунг а7 2017 почему телефон обрезает фотки ? Помогите кто сталкивался,0
samsung.galaxy_a,-24240100,-24240100,"Samsung выпустит серию Galaxy S21 с One UI 3.1

Компания Samsung планирует представить флагманскую серию Galaxy S21 в январе, что на целый месяц раньше, чем обычно. Ожидается, что новинки будет поставляться с оболочкой One UI 3.1 из коробки вместо One UI 3.0, которая сейчас доступна только в бета версии.

Samsung сейчас тестирует One UI 3.0 для серий Galaxy S20 и Note 20. Компания, скорее всего, выпустит первую стабильную сборку для широкой публики до конца года, а поскольку до выхода серии Galaxy S21 всего пара месяцев, это означает, что Samsung уже должен разрабатывать One UI 3.1.

Неясно, какие изменения принесет One UI 3.1, но в любом случае сеульцы, вероятно, начнут работать над добавлением новой версии к существующей серии Galaxy S20, как только она дебютирует вместе с Galaxy S21. Конечно, независимо от того, будет ли Galaxy S21 поставляться с One UI 3.0 или 3.1, в качестве операционной системы выберут Android 11.",0
samsung.galaxy_a,230507371,-24240100,"Всем, кому пришло обновления на а31?",0
samsung.galaxy_a,154169206,-24240100,"Добрый день, Самсунг А 71, какая гуглкам делает хорошие портретные фото?",0
samsung.galaxy_a,268053097,-24240100,"Вообщем не работает задний динамик, когда слушаю музыку вк, видео на Ютубе, и т. д, но когда я в настройках прибавляю громкость, то там звучит мелодия, в чем проблема?",0
samsung.galaxy_a,362882613,-24240100,"На самсунг А50 выгорела нижняя панель управления
на скрине это не видно, но просто показываю что за панель
кто шарит как убрать?",0
samsung.galaxy_a,38136254,-24240100,"Вечер добрый.Подскажите как убрать это всратое уведомление ,все уже перепробывал ,галочка тоже не снимается в настройках",0
samsung.galaxy_a,163399820,-24240100,"Здравствуйте
Подскажите пожалуйста, как убрать значки по нижним углам (на скриншоте - значок ""телефон""  и ""камера"")
Samsung Galaxy A50
Заранее большое спасибо",0
samsung.galaxy_a,182652798,-24240100,"Добрый день, на а51 после обновления в фронтальной камере появился режим 32 мп, отдельный. А раньше он разве не снимал в 32 мп? У него же заложено программно 32 в камере вроде",0
samsung.galaxy_a,402159854,-24240100,На данный смартфон имеется запись экрана? А 01,0
samsung.galaxy_a,516863611,-24240100,"Привет всем 
Вы у меня последняя надежда...
Везде уже обыскался, не могу найти ЭТУ песню..
Вообщем на самсунге вводишь команду *#0*# и там Speaker тапаешь и играет песня эта.. 
Так вот, дайте название этой песни если кто знает",0
samsung.galaxy_a,291747379,-24240100,Что это за цифры на экране А50 при фотосъёмке ?,0
samsung.galaxy_a,154169206,-24240100,Подскажите пожалуйста можно ли А 71 на всю ночь оставлять на зарядке?,0
samsung.galaxy_a,134291758,-24240100,"Всем привет😊 а51 у меня пришло обновление от 01.10.2020, у вас тоже с опозданием приходит или у меня только😁",0
samsung.galaxy_a,562475831,-24240100,Что означает данное уведомление?,0
samsung.galaxy_a,33174960,-24240100,"Всем привет. Вопрос такого характера. На а50, что какой то специальный кабель для зарядки?!. На быстрой зарядке заряжает только оригинал кабель. Заказывал алика кабеля простые, дак они вообще не заряжают, банк эти же кабеля заряжают",0
samsung.galaxy_a,194128764,-24240100,Ребят всем привет у меня одного после обновления начал забирать динамик у меня А 71 2020  телефону 3 месяца,0
samsung.galaxy_a,154169206,-24240100,Самсунг А 71 не находит последнего обновления 2.5,0
samsung.galaxy_a,149017403,-24240100,"Вечер добрый.  Не обновляются приложения,  в чем проблема подскажите а11",0
samsung.galaxy_a,59284165,-24240100,"Подскажите,  как сделать, чтобы когда разблокируешь смартфон, был именно основной (главный) рабочий стол, а  не другой , которые есть при свайпах вправо и влево.?",0
samsung.galaxy_a,154169206,-24240100,"Всем спасибо за советы, завтра еду брать А 71 за 22 800",0
samsung.galaxy_a,598392388,-24240100,Продам самсунг гэлакси а 51 на 128гб памяти телефон в идеальном состоянии телефону нету месяца. Фото скину в личку  цена 15тр.,0
samsung.galaxy_a,595466599,-24240100,привет помагите когда я устанавлялю прошивка показывает SV REV check fail bootloader device 9 binary 2,0
samsung.galaxy_a,60435769,-24240100,Кто-то помню тут кидал apk яндекс музыка скиньте пожалуйста.,0
samsung.galaxy_a,468280426,-24240100,"Подскажите, что это за приложение?",0
samsung.galaxy_a,154169206,-24240100,"Всем доброго вечера. Собрался брать А 71 за 22 500, предложили  S 9 плюс б. у за 20 000в очень хорошем состоянии. Подскажите на каком телефоне остановится?",0
samsung.galaxy_a,414198167,-24240100,"Вконтакте не встплывает окно уведомления в вверху экрана во всех остальных приложениях норм 
Samsung a50",0
samsung.galaxy_a,346641703,-24240100,"Еще раз приветствую. Стала замечать, что после предпоследнего обновления, когда снимаешь какой-нибудь предмет на полу (т.е. когда держишь телефон параллельно полу), стала пощелкивать камера при переключении с фото на видео и обратно. И после сегодняшнего обновления на One UI 2,5 звук стал вроде даже громче. Эта проблема только у меня? Это нормально? Аппарат куплен в Апреле. Телефон А51",0
samsung.galaxy_a,46299366,-24240100,"Собираюсь взять А71, подскажите, норм аппарат? 
 
- Видел только у некоторых с инстой бывают проблемы при прокрутке ленты 
- еще подскажите, как с беспроводными наушниками? Нет прерываний?",0
samsung.galaxy_a,215871204,-24240100,"Всем привет. Вообщем проблема такая: Устройство Galaxy A41, при съёмке на фронтальную камеру в полной темноте на фото в левом нижнем углу появляется какая то белая точка. Что это может быть и нести ли телефон в сц по гарантии?",0
samsung.galaxy_a,314811790,-24240100,"В плеймаркете куча платных игр и приложений. Есть какие нибудь нормальные сайты, где есть бесплатные и без вирусняков?",0
samsung.galaxy_a,377466526,-24240100,"Ребята, всем привет! Планирую покупать телефон А71
Расскажите о плюсах и минусах...никогда не пользовался именно Самсунгом, но отзывы хорошие...
По функционалу (в игры не играю вообще на телефонах) смотрю только Ютуб + соц сети
Но хочется большой телефон! Стоит ли брать его?",0
samsung.galaxy_a,563762178,-24240100,Появился 4G+  само по себе что это такое,0
samsung.galaxy_a,12580101,-24240100,"Всем привет. С последним обновлением в боковой менюшке  появились приложения, которые я туда не ставил(верхние 4 приложения.) Подскажите, можно ли их заменить? А то как бы галерея с калькулятором мне там вообще не нужна. А71",0
samsung.galaxy_a,154169206,-24240100,"Добрый вечер. Нашел в магазине А 71 за 22280.Сказали,что телефон с российским сертификатом. Это нормально?Это оригинал ? И будут ли приходить обновления?",0
samsung.galaxy_a,154169206,-24240100,"Владельцы А 71,как звук в наушниках?",0
samsung.galaxy_a,93376973,-24240100,Всем доброго. Не подскажите как настроить чувствительность ок гугл?,0
samsung.galaxy_a,512666428,-24240100,Привет подскажите как прошить а20 на чистый андроид ???без танцев с бубном,0
samsung.galaxy_a,598266951,-24240100,"Всем привет.
Здесь есть кто купил s20 FE
Как вам аппарат? Как бата? Камера?
Стоит покупать его? Можно только комментарии тех у кого он есть, а не у тех прочитал отзывы в интернете.
Или стоит купить старенький Huawei p30 pro? 🆘🆘🆘🆘🆘🆘🆘",0
samsung.galaxy_a,154169206,-24240100,Доброй ночи. Что лучше А 71 или Poco X 3.Важна камера м звук,0
samsung.galaxy_a,473490061,-24240100,"Ребят Всем привет 😊
Вопрос: создал Ar Emoji, как теперь могу их присылать вк в сообщения?",0
